years_used,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
10,120000,0,0,0,1,24.5,1498,98.6,7.0,550000
10,60000,0,0,0,0,14.0,2179,138.1,7.0,925000
15,97000,0,0,1,1,11.79,2179,120.0,8.0,509999
14,100000,0,0,0,1,13.0,2489,95.0,8.0,250000
10,36000,1,0,0,0,17.19,1197,81.86,5.0,500000
6,27000,0,0,0,0,21.38,1396,88.7,5.0,1050000
11,50000,0,0,0,0,23.4,1248,74.0,5.0,490000
5,15000,1,0,0,0,15.37,1196,73.0,5.0,415000
12,60000,1,0,0,1,22.74,796,47.3,5.0,190000
7,120000,0,0,0,0,28.4,1248,74.02,5.0,680000
12,60000,1,0,0,1,22.74,796,47.3,5.0,190000
12,173000,0,0,0,0,12.05,2179,120.0,7.0,479000
9,60000,1,0,0,1,22.74,796,47.3,5.0,270000
17,70000,1,0,0,2,19.81,1086,68.05,5.0,170000
7,25000,1,0,0,0,20.73,1373,91.1,5.0,764000
6,30000,0,0,0,0,15.96,2523,62.1,7.0,710000
8,35000,1,0,0,0,24.7,796,47.3,5.0,310000
8,100000,0,0,0,1,16.5,1493,70.0,7.0,620000
8,31000,1,0,0,1,21.1,814,55.2,5.0,280000
10,80000,0,0,1,1,12.55,2982,168.5,7.0,1500000
9,40000,1,0,0,0,18.9,1197,82.0,5.0,450000
8,10000,0,0,1,1,17.9,2143,136.0,5.0,2199000
12,50000,0,0,1,0,11.74,2987,254.8,5.0,3600000
17,60000,1,0,0,1,15.3,1596,99.6,5.0,285000
18,210000,0,0,0,1,12.8,2494,102.0,8.0,465000
16,60000,0,0,1,1,16.07,1995,181.0,5.0,1100000
14,110000,0,0,0,1,20.54,1598,103.6,5.0,350000
8,35000,1,0,0,0,17.5,1373,91.1,7.0,600000
8,35000,1,0,0,0,21.4,1197,83.1,5.0,570000
9,20000,1,0,0,0,23.95,998,67.05,5.0,325000
9,54000,0,0,1,0,16.0,1997,140.0,7.0,975000
10,60000,1,0,0,0,18.6,1197,81.83,5.0,480000
11,10300,1,0,0,0,22.74,796,47.3,5.0,185000
10,50000,0,0,1,0,17.01,1582,126.2,5.0,1050000
6,3000,1,0,0,0,21.01,1197,81.8,5.0,760000
6,5000,1,0,0,0,18.78,999,75.0,5.0,570000
7,13000,1,0,0,0,21.4,1197,83.1,5.0,700000
10,30000,1,0,1,0,15.63,1499,110.4,5.0,775000
18,60000,0,0,1,1,14.49,2993,258.0,5.0,750000
15,100000,1,0,0,1,18.0,995,62.0,5.0,140000
9,40000,1,0,0,0,22.74,796,47.3,5.0,220000
12,15000,1,0,0,0,0.0,1086,62.1,5.0,184000
8,50000,1,0,0,1,18.6,1197,81.83,5.0,440000
8,80000,0,0,0,0,21.19,1396,88.73,5.0,650000
8,50000,0,0,1,0,18.49,1493,100.0,7.0,660000
8,30000,3,0,0,0,21.94,1196,61.7,5.0,380000
13,125000,0,0,0,1,21.43,1364,87.2,5.0,415000
13,110000,1,0,0,0,19.81,1086,68.05,5.0,225000
12,30000,0,0,0,1,20.77,1248,88.76,7.0,600000
11,148000,0,0,0,1,20.77,1248,88.8,7.0,620000
9,35000,0,0,0,0,18.49,1493,100.0,7.0,750000
9,80000,1,0,0,1,18.9,1197,82.0,5.0,400000
20,110000,1,0,0,0,18.9,998,67.1,5.0,110000
13,95000,0,0,0,1,19.4,1405,70.0,5.0,119000
10,25000,0,0,0,0,25.8,1498,98.6,5.0,600000
14,80000,3,0,0,0,26.3,998,67.1,5.0,200000
11,60000,0,0,0,1,23.0,1248,88.7,5.0,280000
12,100000,1,0,0,0,15.0,1598,105.0,5.0,375000
9,50000,1,0,0,0,19.44,1198,67.0,7.0,350000
8,31000,0,0,0,0,25.4,1186,73.97,5.0,620000
8,120000,0,0,0,0,26.59,1248,74.0,5.0,570000
13,105000,0,0,0,1,19.3,1248,73.9,5.0,290000
9,120000,0,0,0,0,24.52,1248,88.5,7.0,711000
13,60000,0,0,0,0,22.9,1248,74.0,5.0,370000
5,15000,1,0,0,0,23.26,1197,88.5,5.0,550000
12,150000,1,0,0,1,18.6,1197,85.8,5.0,325000
7,93000,0,0,0,0,27.4,1498,98.63,5.0,670000
8,42000,1,0,0,1,19.81,1086,68.05,5.0,385000
17,80000,1,0,0,1,17.92,1086,62.1,5.0,114999
15,90000,1,0,0,0,17.92,1086,62.1,5.0,200000
6,6500,0,0,1,0,24.3,1248,88.5,5.0,860000
7,60000,0,0,0,0,27.39,1248,74.0,5.0,600000
9,110000,1,0,0,0,23.95,998,67.05,5.0,265000
10,60000,3,0,0,1,23.7,1193,55.23,5.0,155000
6,60000,0,0,0,0,25.1,1248,88.5,5.0,900000
12,170000,0,0,0,2,20.77,1248,88.76,7.0,650000
21,220000,1,0,0,1,16.1,796,37.0,4.0,70000
13,80000,1,0,0,0,22.74,796,47.3,5.0,180000
12,57000,1,0,0,0,21.1,814,55.2,5.0,200000
11,100000,1,0,0,0,19.81,1086,68.05,5.0,300000
10,40000,1,0,0,0,17.01,1591,121.3,5.0,650000
11,40000,1,0,0,0,22.74,796,47.3,5.0,267000
7,50000,3,0,0,0,26.6,998,58.16,5.0,450000
11,90000,1,0,0,1,18.9,1197,82.0,5.0,400000
13,86000,0,0,0,0,14.0,2498,112.0,8.0,310000
16,15000,1,0,0,0,26.0,624,35.0,4.0,70000
8,70000,0,0,0,1,15.96,2523,62.1,7.0,675000
12,120000,1,0,0,0,14.09,1596,99.6,5.0,350000
11,80000,1,0,0,1,23.95,998,67.05,5.0,240000
11,80000,0,0,0,1,19.09,1405,69.01,5.0,185000
8,50000,1,0,0,0,21.1,814,55.2,5.0,250000
16,100000,1,0,0,0,19.7,796,46.3,5.0,135000
14,80000,0,0,0,0,22.32,1582,126.32,5.0,500000
15,108957,0,0,0,0,13.93,2179,138.0,7.0,300000
8,68000,1,0,0,1,23.84,1199,84.0,5.0,328000
10,65000,0,0,0,0,15.96,2523,62.1,7.0,509999
10,110000,0,0,0,1,14.02,2179,118.3,8.0,575000
13,50000,0,0,0,0,12.2,2498,112.0,8.0,700000
17,100000,1,0,0,2,18.9,1061,67.0,5.0,105000
17,80000,1,0,0,1,16.1,796,37.0,4.0,60000
17,80000,1,0,0,2,19.7,796,46.3,5.0,112999
10,120000,0,0,0,1,19.1,1405,70.0,5.0,229999
13,150000,0,0,0,0,20.0,1399,68.0,5.0,325000
8,20000,1,0,0,0,18.6,1197,81.83,5.0,650000
16,80000,0,0,0,1,17.0,1405,70.0,5.0,85000
10,93000,0,0,0,1,24.5,1498,98.6,7.0,570000
10,134000,0,0,0,0,25.2,1248,74.0,5.0,525000
12,90000,1,0,0,1,18.5,1197,82.85,5.0,350000
18,60000,1,0,0,0,16.6,1197,85.0,5.0,250000
15,120000,0,0,0,1,14.0,2489,95.0,8.0,300000
8,22200,0,0,0,0,22.54,1396,88.73,5.0,650000
7,6000,1,0,0,0,18.9,1197,81.86,5.0,520000
9,32000,1,0,0,0,20.4,1197,81.8,5.0,500000
9,90000,1,0,0,0,25.17,799,53.3,5.0,220000
8,78000,0,0,0,2,28.09,1248,88.5,5.0,650000
8,12000,1,0,0,0,17.5,1199,88.7,5.0,819999
9,120000,0,0,0,0,19.87,1461,83.8,5.0,645000
10,40000,0,0,0,0,24.52,1248,88.5,7.0,780000
17,110000,1,0,0,1,17.7,1497,78.0,5.0,215000
18,260000,0,0,0,2,12.8,2494,102.0,7.0,600000
14,10000,1,0,0,0,19.7,796,46.3,5.0,114999
13,12000,1,0,0,0,16.84,1193,64.4,5.0,75000
14,60000,1,0,0,0,18.6,1199,79.4,5.0,120000
9,41000,1,0,0,0,25.17,799,53.3,5.0,250000
7,25000,1,0,0,0,16.8,796,34.2,8.0,200000
10,30000,1,0,0,0,19.1,1197,82.0,5.0,380000
7,50000,0,0,0,0,25.8,1498,98.6,5.0,560000
7,10000,1,0,0,0,20.89,1197,81.8,5.0,575000
8,40000,0,0,0,0,16.5,1493,70.0,7.0,620000
13,120000,0,0,0,0,12.05,2179,120.0,8.0,525000
8,40000,0,0,0,0,26.59,1248,74.0,5.0,635000
9,80000,0,0,0,0,19.72,1461,108.45,5.0,650000
24,42108,1,0,0,0,16.1,796,37.0,4.0,39000
8,70000,0,0,0,1,25.83,1498,99.0,5.0,550000
16,150000,0,0,0,2,21.1,1248,73.9,5.0,145000
18,100000,0,0,0,2,16.1,1405,70.0,5.0,130000
8,79000,0,1,0,0,25.47,1248,88.5,7.0,825000
10,91000,0,1,1,1,12.55,2982,168.5,7.0,1650000
7,50000,0,1,0,0,24.3,1248,88.5,5.0,875000
9,81000,0,1,0,1,28.09,1248,88.5,5.0,650000
11,51000,0,0,1,0,14.74,2993,270.9,5.0,2000000
7,27000,0,1,1,0,17.05,1995,184.0,5.0,2850000
7,26000,0,1,1,0,15.73,1968,174.33,5.0,2800000
7,17100,0,1,1,0,22.48,1995,187.74,5.0,3900000
12,56000,0,1,0,0,22.1,1248,74.0,5.0,246000
12,60000,0,1,0,1,24.7,1498,98.63,5.0,325000
8,30000,1,1,1,0,15.4,1497,117.3,7.0,850000
10,43001,0,1,0,0,22.27,1498,108.6,5.0,560000
10,60000,0,1,0,0,25.47,1248,88.5,7.0,575000
6,9000,1,1,1,0,21.63,998,67.04,5.0,470000
11,65000,0,1,0,0,19.09,1405,69.01,5.0,221000
11,95000,0,1,0,0,12.99,2494,100.6,8.0,680000
12,62000,0,1,0,0,13.1,2499,141.0,7.0,700000
9,48000,0,1,1,0,9.0,1984,181.0,5.0,1950000
10,72000,0,1,1,0,17.01,1582,126.2,5.0,875000
8,35000,0,0,0,2,22.0,1582,126.2,5.0,850000
12,100600,0,0,0,2,20.46,1461,83.8,5.0,550000
12,105000,0,0,0,2,23.4,1248,74.0,5.0,480000
8,90000,0,0,0,0,15.4,2179,120.0,7.0,1050000
9,92385,0,0,0,0,15.96,2523,62.1,7.0,631000
10,25000,1,0,0,0,25.4,624,37.5,4.0,165000
15,60000,1,0,0,1,21.1,1197,85.8,5.0,320000
13,100000,1,0,0,1,18.5,1197,85.8,5.0,360000
19,25000,1,0,0,2,13.0,1795,127.0,5.0,175000
9,120000,0,0,0,0,22.54,1396,88.73,5.0,725000
11,185000,0,0,0,2,19.5,1248,75.0,5.0,280000
14,134000,0,0,0,1,22.07,1199,73.9,5.0,325000
11,120000,0,0,0,2,20.0,1399,68.05,5.0,320000
7,120000,1,0,0,0,18.9,1197,81.86,5.0,500000
11,165000,0,0,0,1,15.1,2179,140.0,7.0,825000
9,120000,0,0,0,2,23.2,1248,73.94,5.0,350000
14,89000,0,0,0,0,23.0,1396,90.0,5.0,470000
16,120000,0,0,0,2,19.2,1461,65.0,5.0,125000
19,120000,1,0,1,0,13.1,1795,127.0,5.0,140000
12,50000,0,0,0,0,25.8,1498,98.6,5.0,484999
7,15000,1,0,0,0,24.7,796,47.3,5.0,308000
6,13000,1,0,0,0,18.9,1197,81.86,5.0,570000
15,240000,0,0,0,0,11.5,2982,171.0,7.0,900000
7,28000,1,0,1,0,21.21,1197,81.8,5.0,680000
8,70000,0,0,0,0,28.4,1248,74.02,5.0,700000
14,116000,0,0,0,0,14.0,2498,112.0,7.0,240000
11,90000,1,0,0,0,21.1,814,55.2,5.0,280000
15,120000,0,0,0,1,17.0,1405,71.0,5.0,125000
10,50000,1,0,0,1,20.4,1197,83.11,5.0,434999
10,120000,0,0,0,0,12.99,2494,100.6,7.0,1050000
12,72500,0,0,1,1,23.3,1984,150.0,5.0,1200000
12,120000,0,0,0,1,20.54,1598,103.6,5.0,400000
11,120000,0,0,0,0,15.1,2179,140.0,7.0,850000
11,83000,0,0,0,1,22.54,1396,88.73,5.0,475000
22,40000,1,0,0,2,14.2,1597,92.0,5.0,150000
7,46000,0,0,0,0,14.24,2755,174.5,7.0,2900000
10,137000,0,0,0,0,12.99,2494,100.6,7.0,1100000
8,25000,1,0,0,1,24.7,796,47.3,5.0,285000
7,50000,0,0,0,0,24.0,1186,73.97,5.0,650000
13,60000,1,0,0,0,19.0,998,66.1,5.0,275000
25,100000,1,0,0,1,16.1,796,37.0,4.0,60000
14,105000,0,0,0,1,19.2,1461,65.0,5.0,229999
10,20000,1,0,0,0,23.95,998,67.05,5.0,300000
9,50000,0,0,0,0,24.52,1248,88.5,7.0,940000
10,120000,0,0,0,1,26.21,1248,88.5,5.0,600000
8,70000,0,0,0,0,27.39,1248,74.0,5.0,800000
8,90000,0,0,0,1,22.71,1461,84.8,5.0,580000
7,75000,1,0,0,0,20.3,1199,84.0,5.0,450000
14,82500,0,0,0,1,16.52,1991,123.7,5.0,290000
11,110000,0,0,0,0,25.8,1498,98.6,5.0,530000
6,20000,0,0,0,0,24.0,1396,88.76,5.0,960000
16,110000,1,0,0,2,17.0,1497,118.0,5.0,290000
8,52000,1,0,0,0,21.63,998,67.0,5.0,400000
8,90000,0,0,0,0,24.3,1248,88.5,5.0,700000
13,90000,0,0,0,0,20.54,1598,103.6,5.0,361000
12,53000,0,0,0,1,21.9,1396,88.76,5.0,390000
13,180000,0,0,0,0,18.4,1248,75.0,5.0,200000
12,53000,0,0,0,1,21.9,1396,88.76,5.0,390000
12,53000,0,0,0,0,22.9,1248,74.0,5.0,500000
14,50600,1,0,0,0,19.7,796,46.3,5.0,200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
8,32000,0,1,0,0,24.3,1248,88.5,5.0,775000
7,5000,0,0,0,0,24.3,1248,88.5,5.0,750000
7,25000,1,0,0,0,18.6,1197,81.83,5.0,570000
9,30000,1,0,0,0,18.7,1199,88.7,5.0,484999
8,43000,1,1,0,0,15.4,1497,117.3,7.0,700000
13,60000,1,1,0,0,17.7,1497,113.42,5.0,415000
11,54000,0,1,0,0,23.0,1498,98.96,5.0,484999
9,52000,0,0,0,0,23.65,1248,88.5,5.0,675000
10,50000,1,0,0,0,15.85,1499,110.4,5.0,680000
12,52000,1,1,0,0,24.7,796,47.3,5.0,235000
7,15000,0,0,0,0,15.1,2179,152.87,7.0,1700000
10,50000,0,0,1,1,16.0,2179,140.0,7.0,1200000
11,56000,0,0,0,1,25.1,1498,98.6,5.0,630000
7,82000,0,0,0,0,25.83,1498,99.0,5.0,640000
11,121000,1,1,0,0,19.1,1197,82.0,5.0,355000
13,101903,0,0,0,1,12.05,2179,120.0,8.0,560000
7,120000,0,0,0,0,23.4,1248,74.0,5.0,580000
15,85568,0,1,0,0,18.5,1399,68.0,5.0,185000
6,10000,1,0,1,0,21.4,1197,83.1,5.0,660000
11,10000,1,0,0,0,20.3,998,68.05,5.0,220000
18,60000,1,0,0,3,17.92,1086,62.1,5.0,150000
14,80000,0,0,0,1,13.5,2179,115.0,5.0,484999
6,10000,1,0,0,0,21.21,1197,81.8,5.0,509999
11,60000,0,0,0,0,15.96,2523,62.1,7.0,515000
11,42000,1,0,1,0,11.9,1595,120.7,5.0,1250000
11,50000,0,0,0,3,18.2,1248,73.8,8.0,350000
7,11500,1,0,0,0,23.95,998,67.05,5.0,375000
6,15000,0,0,0,0,22.1,1396,88.7,5.0,950000
10,32000,0,0,0,0,26.59,1248,74.0,5.0,615000
14,50000,1,0,0,0,18.6,1197,85.8,5.0,275000
5,5000,0,0,1,0,13.38,2993,265.0,7.0,7200000
8,10000,1,0,0,0,15.37,1196,73.0,5.0,400000
6,15000,0,0,0,0,25.1,1248,88.5,5.0,930000
13,100000,1,0,0,0,19.1,1197,85.8,5.0,310000
9,25000,0,0,0,1,13.68,2393,147.8,7.0,1670000
12,70000,0,0,0,1,23.4,1248,74.0,5.0,356000
12,32000,1,0,0,0,16.8,1497,116.3,5.0,500000
7,35000,1,0,0,1,23.84,1199,84.0,5.0,409999
6,50000,0,0,0,0,24.3,1248,88.5,5.0,980000
20,100000,0,0,0,1,13.6,2523,63.0,7.0,150000
6,3100,1,0,1,0,18.2,1199,88.7,5.0,750000
12,60000,1,0,1,0,13.7,1798,157.75,5.0,500000
12,170000,0,0,0,0,22.9,1248,74.0,5.0,355000
14,50000,0,0,0,1,17.0,1405,71.0,5.0,200000
17,120000,0,0,0,1,12.8,2494,102.0,8.0,370000
10,20000,1,0,0,0,19.1,1197,82.0,5.0,450000
10,10000,1,0,0,0,18.9,1197,82.0,5.0,486000
14,120000,0,0,0,0,21.5,1248,88.8,5.0,242000
7,25000,1,0,0,0,18.9,1197,81.86,5.0,580000
11,130000,0,0,0,1,22.77,1498,98.59,5.0,500000
12,40000,0,0,0,0,17.21,1493,100.0,7.0,300000
9,60000,0,0,0,0,18.06,2523,63.0,7.0,710000
13,70000,0,0,0,2,20.86,1199,75.0,5.0,220000
5,1000,1,0,1,0,21.21,1197,81.8,5.0,654000
6,10000,1,0,1,0,14.84,1598,103.2,5.0,835000
15,47000,1,0,0,0,15.3,1596,101.0,5.0,250000
6,18000,1,0,0,0,21.21,1197,81.8,5.0,600000
9,60000,1,0,0,0,20.85,1197,83.14,5.0,459999
7,20000,1,0,0,0,23.01,999,67.0,5.0,275000
8,60000,1,0,0,0,18.16,1196,86.8,5.0,408000
7,25000,0,0,0,0,15.1,2179,152.87,7.0,1200000
11,52000,1,0,0,0,19.1,1197,81.86,5.0,375000
19,44000,1,0,0,0,19.7,796,46.3,5.0,94500
14,17000,1,0,0,0,16.47,1198,73.9,5.0,300000
16,35000,1,0,0,0,17.0,1497,118.0,5.0,350000
14,120000,0,0,0,2,11.5,2982,171.0,7.0,975000
10,100000,1,0,0,0,18.6,1197,81.83,5.0,600000
11,300000,0,0,0,1,12.99,2494,100.6,7.0,700000
8,90000,0,0,0,0,16.5,1493,70.0,7.0,640000
8,186000,0,0,0,0,19.67,1582,126.2,5.0,1110000
11,79000,0,0,0,1,20.77,1248,88.76,7.0,570000
15,120000,0,0,0,0,12.8,2494,102.0,7.0,451999
9,59300,1,0,0,0,25.17,799,53.3,5.0,240000
11,120000,0,0,0,0,15.4,2523,75.0,7.0,680000
10,60000,0,0,0,0,22.95,1248,74.0,5.0,350000
13,60000,1,0,0,2,15.04,1598,103.6,5.0,360000
15,80000,1,0,0,1,15.6,1196,70.0,5.0,250000
6,11500,1,0,0,0,21.21,1197,81.8,5.0,550000
13,56000,1,0,0,0,21.1,814,55.2,5.0,180000
9,68000,0,0,0,0,27.3,1498,98.6,5.0,425000
6,25000,1,0,0,0,23.84,1199,84.0,5.0,409999
7,25000,1,0,0,0,23.84,1199,84.0,5.0,438999
11,100000,1,0,0,0,19.49,1198,67.04,5.0,225000
8,95000,0,0,0,0,15.96,2523,63.0,9.0,580000
17,100000,1,0,0,0,17.5,1298,85.8,5.0,200000
12,47000,0,0,0,0,20.3,1248,75.0,5.0,250000
14,175000,0,0,0,1,21.1,1248,73.9,5.0,170000
15,60000,1,0,0,1,17.5,1197,85.8,5.0,300000
20,300000,0,0,0,2,13.6,2523,63.0,7.0,160000
11,150000,0,0,0,2,23.4,1248,74.0,5.0,409999
13,110000,0,0,0,2,23.0,1396,90.0,5.0,350000
6,25000,1,0,0,0,25.17,799,53.3,5.0,310000
15,95000,1,0,0,2,19.7,796,46.3,5.0,135000
15,100000,0,0,0,0,21.1,1248,73.9,5.0,220000
8,20000,1,0,0,0,18.9,1197,81.86,5.0,570000
11,84000,0,0,0,0,23.4,1248,74.0,5.0,500000
9,40000,0,0,0,0,22.54,1396,88.73,5.0,875000
14,100000,0,0,0,0,19.1,1405,70.0,5.0,210000
14,120000,0,0,0,0,19.4,1405,70.0,5.0,210000
15,80000,2,0,0,1,13.45,1086,62.1,5.0,200000
14,175000,1,0,0,1,19.7,796,46.3,5.0,175000
8,30000,1,0,0,0,18.6,1197,81.83,5.0,700000
8,30000,1,0,0,0,18.6,1197,81.83,5.0,700000
6,28000,1,0,1,0,18.9,1197,81.86,5.0,550000
6,20000,1,0,0,1,20.3,1086,68.0,5.0,420000
16,89322,1,0,0,1,17.0,1197,80.0,5.0,210000
12,76000,0,0,0,0,25.44,936,57.6,5.0,175000
13,70000,1,0,0,1,19.7,796,46.3,5.0,180000
18,110000,1,0,0,1,19.7,796,46.3,5.0,118000
18,120000,0,0,0,1,16.8,1493,110.0,5.0,170000
16,110000,1,0,0,1,18.2,1061,64.0,5.0,120000
16,90000,1,0,0,2,19.7,796,46.3,5.0,170000
7,60000,0,0,0,0,28.4,1248,74.0,5.0,700000
11,48300,0,0,0,1,15.96,2523,62.1,7.0,500000
18,63000,1,0,1,2,18.9,1061,67.0,5.0,80000
17,110000,1,0,0,1,17.7,1497,78.0,5.0,105000
9,120000,0,0,0,2,26.59,1248,74.0,5.0,425000
8,23511,1,0,0,0,18.6,1197,81.83,5.0,625000
8,22512,1,0,0,0,18.6,1197,81.83,5.0,640000
15,120000,1,0,0,0,20.36,1197,78.9,5.0,180000
16,120000,0,0,0,0,21.1,1248,73.9,5.0,155000
18,100000,1,0,0,2,18.9,1061,67.0,5.0,85000
14,70000,1,0,0,0,20.36,1197,78.9,5.0,250000
8,15000,1,0,1,0,17.01,1591,121.3,5.0,1000000
9,16500,1,0,0,0,20.63,1198,67.0,5.0,350000
7,50000,0,0,0,0,28.4,1248,74.02,5.0,740000
7,19000,1,0,0,0,22.5,999,67.0,5.0,300000
8,50000,0,0,0,0,21.66,1498,108.62,5.0,550000
8,70000,0,0,0,0,15.96,2523,62.1,7.0,710000
8,70000,0,0,0,0,15.96,2523,62.1,7.0,700000
9,120000,0,0,0,0,15.96,2523,62.1,7.0,550000
10,60000,2,0,0,0,19.2,1086,68.05,5.0,375000
10,60000,0,0,0,0,13.93,2179,138.03,7.0,600000
12,76000,0,0,0,1,22.9,1248,74.0,5.0,380000
13,70000,0,0,0,0,23.2,1248,73.94,5.0,300000
27,80000,1,0,0,3,16.1,796,37.0,4.0,45000
15,210000,0,0,0,1,12.8,2494,102.0,8.0,450000
10,128000,0,0,0,2,15.96,2523,63.0,9.0,475000
6,5000,1,0,0,0,20.0,999,72.0,7.0,650000
14,70000,2,0,0,0,26.2,998,58.2,5.0,200000
12,85000,0,0,0,0,22.9,1248,74.0,5.0,350000
7,25000,0,0,1,0,24.3,1248,88.5,5.0,911999
7,15000,1,0,0,0,21.21,1197,81.8,5.0,650000
13,30000,1,0,0,0,17.5,1298,85.8,5.0,350000
9,80000,1,0,0,1,16.8,796,34.2,8.0,190000
6,40000,0,0,0,0,22.0,1582,126.2,5.0,1200000
12,160000,0,0,0,0,15.96,2523,62.1,7.0,305000
10,108000,0,0,0,0,19.67,1582,126.2,5.0,850000
14,120000,0,0,0,1,15.0,1896,105.0,5.0,350000
15,55000,1,0,0,3,17.92,1086,62.1,5.0,180000
17,110000,0,0,0,0,13.93,2179,138.1,7.0,200000
13,110000,1,0,0,0,19.4,1198,86.8,5.0,229999
19,62900,1,0,0,0,18.9,998,67.1,5.0,135000
14,120000,0,0,0,1,19.33,1968,138.1,5.0,425000
9,70000,0,0,0,0,16.0,2179,140.0,7.0,1350000
16,70000,0,0,0,2,10.9,2499,143.0,7.0,480000
8,60000,0,0,0,0,28.4,1248,74.02,5.0,455000
10,60000,1,0,0,0,20.51,998,67.04,5.0,320000
6,4000,1,0,0,0,18.6,1197,81.86,5.0,693000
8,35000,0,0,0,0,24.3,1248,88.5,5.0,830000
9,13500,1,0,0,0,18.9,1197,82.0,5.0,470000
8,26000,1,0,1,0,18.0,1497,117.3,5.0,1100000
9,50000,0,0,0,0,23.0,1248,88.7,5.0,325000
11,50000,1,0,0,0,21.1,814,55.2,5.0,215000
7,25000,1,0,0,0,22.0,1197,81.8,5.0,560000
8,30000,1,0,1,1,23.1,998,67.04,5.0,400000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2625000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
8,45000,0,0,0,0,23.0,1498,98.96,5.0,725000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
11,52442,1,2,0,1,18.5,1198,86.8,5.0,325000
12,39000,1,1,0,0,20.36,1197,78.9,5.0,229999
18,42000,1,1,1,0,11.74,1796,186.0,5.0,400000
10,34156,1,1,0,0,16.47,1198,74.0,5.0,449000
8,34152,1,1,0,0,18.9,1197,81.86,5.0,455000
10,37000,0,1,1,0,18.25,1968,187.74,5.0,1750000
8,98000,0,1,1,0,11.36,2755,171.5,7.0,1390000
6,31000,1,1,0,0,15.8,1591,121.3,5.0,1150000
7,62841,1,2,0,0,18.6,1197,81.83,5.0,650000
9,38600,0,1,0,0,19.67,1582,126.2,5.0,950000
7,27654,0,1,1,0,28.4,1248,74.02,5.0,698000
8,48698,0,1,0,0,19.67,1582,126.2,5.0,975000
7,32995,1,1,1,0,20.52,1197,81.8,5.0,445000
7,60000,0,0,0,0,22.95,1248,74.0,5.0,539000
15,110000,0,0,0,3,17.8,1248,75.0,5.0,350000
14,260000,0,0,0,3,12.05,2179,120.0,8.0,550000
10,130000,0,0,0,1,20.45,1461,83.8,5.0,550000
14,120000,0,0,0,0,22.07,1199,73.9,5.0,330000
11,80000,1,0,0,2,21.1,814,55.2,5.0,220000
12,60000,1,0,0,1,18.5,1197,85.8,5.0,415000
18,75000,1,0,0,0,19.7,796,46.3,5.0,150000
20,89000,1,0,0,1,15.3,1341,83.0,5.0,150000
18,110000,0,0,0,0,18.1,1493,110.0,5.0,240000
16,90000,1,0,0,1,19.7,796,46.3,5.0,170000
10,40000,0,0,0,2,28.09,1248,88.5,5.0,550000
8,26000,1,0,1,0,19.34,1198,76.0,5.0,500000
14,120000,0,0,0,1,13.0,2489,95.0,8.0,180000
8,29000,1,0,0,0,18.15,1198,82.0,6.0,360000
11,120000,1,0,0,0,19.1,1197,85.8,5.0,400000
16,70000,1,0,0,1,13.2,1495,94.0,5.0,120000
9,100000,0,0,0,1,24.3,1248,88.5,5.0,765000
9,90150,0,0,0,0,24.3,1248,88.5,5.0,919999
7,90000,0,0,0,0,23.59,1364,67.05,5.0,730000
9,120000,0,0,0,0,22.95,1248,74.0,5.0,320000
10,90000,0,0,0,1,25.8,1498,98.6,5.0,455000
10,50000,1,0,0,0,20.63,1198,67.0,5.0,350000
9,110000,0,0,0,0,18.49,1493,100.0,7.0,509999
14,85700,0,0,0,1,17.0,1405,70.0,5.0,175000
12,178000,0,0,0,0,15.96,2523,63.0,9.0,325000
14,70000,1,0,0,1,15.2,1193,65.0,5.0,120000
